Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,types_de_sols
Matam,Sorgho,2002,18573,1761.0,145552.0,21.3,Sableux
Matam,Sorgho,2002,18573,1761.0,145552.0,19.09,Sableux
Matam,Sorgho,2002,18573,1761.0,145552.0,19.09,Argileux
Matam,Sorgho,2002,18573,1761.0,145552.0,27.85,Sableux
Matam,Sorgho,2002,18573,1761.0,145552.0,21.3,Sableux
Matam,Sorgho,2002,18573,1761.0,145552.0,27.27,Sableux
Matam,Sorgho,2002,18573,1761.0,145552.0,19.49,Sableux
Matam,Sorgho,2002,18573,1761.0,145552.0,26.01,Argileux
Matam,Sorgho,2002,18573,1761.0,145552.0,25.18,Sableux
Matam,Sorgho,2002,18573,1761.0,145552.0,25.56,Limoneux
Matam,Mil,2002,25739,1761.0,145552.0,22.5,Limoneux
Matam,Mil,2002,25739,1761.0,145552.0,21.3,Limoneux
Matam,Mil,2002,25739,1761.0,145552.0,19.09,Limoneux
Matam,Mil,2002,25739,1761.0,145552.0,19.09,Limoneux
Matam,Mil,2002,25739,1761.0,145552.0,27.85,Limoneux
Matam,Mil,2002,25739,1761.0,145552.0,21.3,Limoneux
Matam,Mil,2002,25739,1761.0,145552.0,27.27,Sableux
Matam,Mil,2002,25739,1761.0,145552.0,19.49,Limoneux
Matam,Mil,2002,25739,1761.0,145552.0,26.01,Sableux
Matam,Mil,2002,25739,1761.0,145552.0,25.18,Argileux
Matam,Mil,2002,25739,1761.0,145552.0,25.56,Sableux
Matam,Manioc,2002,113463,1761.0,145552.0,22.5,Limoneux
Matam,Manioc,2002,113463,1761.0,145552.0,21.3,Argileux
Matam,Manioc,2002,113463,1761.0,145552.0,19.09,Argileux
Matam,Manioc,2002,113463,1761.0,145552.0,19.09,Argileux
Matam,Manioc,2002,113463,1761.0,145552.0,27.85,Argileux
Matam,Manioc,2002,113463,1761.0,145552.0,21.3,Limoneux
Matam,Manioc,2002,113463,1761.0,145552.0,27.27,Limoneux
Matam,Manioc,2002,113463,1761.0,145552.0,19.49,Sableux
Matam,Manioc,2002,113463,1761.0,145552.0,26.01,Limoneux
Matam,Manioc,2002,113463,1761.0,145552.0,25.18,Sableux
Matam,Manioc,2002,113463,1761.0,145552.0,25.56,Sableux
Matam,Arachide,2002,14754,1761.0,145552.0,22.5,Argileux
Matam,Arachide,2002,14754,1761.0,145552.0,21.3,Sableux
Matam,Arachide,2002,14754,1761.0,145552.0,19.09,Argileux
Matam,Arachide,2002,14754,1761.0,145552.0,19.09,Argileux
Matam,Arachide,2002,14754,1761.0,145552.0,27.85,Sableux
Matam,Arachide,2002,14754,1761.0,145552.0,21.3,Argileux
Matam,Arachide,2002,14754,1761.0,145552.0,27.27,Sableux
Matam,Arachide,2002,14754,1761.0,145552.0,19.49,Sableux
Matam,Arachide,2002,14754,1761.0,145552.0,26.01,Sableux
Matam,Arachide,2002,14754,1761.0,145552.0,25.18,Limoneux
Matam,Arachide,2002,14754,1761.0,145552.0,25.56,Argileux
Matam,Bissap,2002,92000,1761.0,145552.0,22.5,Limoneux
Matam,Bissap,2002,92000,1761.0,145552.0,21.3,Limoneux
Matam,Bissap,2002,92000,1761.0,145552.0,19.09,Sableux
Matam,Bissap,2002,92000,1761.0,145552.0,19.09,Limoneux
Matam,Bissap,2002,92000,1761.0,145552.0,27.85,Argileux
Matam,Bissap,2002,92000,1761.0,145552.0,21.3,Limoneux
Matam,Bissap,2002,92000,1761.0,145552.0,27.27,Sableux
Matam,Bissap,2002,92000,1761.0,145552.0,19.49,Limoneux
Matam,Bissap,2002,92000,1761.0,145552.0,26.01,Sableux
Matam,Bissap,2002,92000,1761.0,145552.0,25.18,Argileux
Matam,Bissap,2002,92000,1761.0,145552.0,25.56,Limoneux
Matam,Fonio,2004,136343,1761.0,214725.0,21.59,Argileux
Matam,Fonio,2004,136343,1761.0,214725.0,20.05,Sableux
Matam,Fonio,2004,136343,1761.0,214725.0,17.88,Limoneux
Matam,Fonio,2004,136343,1761.0,214725.0,17.88,Sableux
Matam,Fonio,2004,136343,1761.0,214725.0,27.72,Argileux
Matam,Fonio,2004,136343,1761.0,214725.0,20.05,Limoneux
Matam,Fonio,2004,136343,1761.0,214725.0,27.24,Limoneux
Matam,Fonio,2004,136343,1761.0,214725.0,18.75,Argileux
Matam,Fonio,2004,136343,1761.0,214725.0,25.94,Sableux
Matam,Fonio,2004,136343,1761.0,214725.0,24.24,Limoneux
Matam,Fonio,2004,136343,1761.0,214725.0,25.37,Limoneux
Matam,Mais,2004,33671,1761.0,214725.0,21.59,Limoneux
Matam,Mais,2004,33671,1761.0,214725.0,20.05,Sableux
Matam,Mais,2004,33671,1761.0,214725.0,17.88,Limoneux
Matam,Mais,2004,33671,1761.0,214725.0,17.88,Sableux
Matam,Mais,2004,33671,1761.0,214725.0,27.72,Sableux
Matam,Mais,2004,33671,1761.0,214725.0,20.05,Argileux
Matam,Mais,2004,33671,1761.0,214725.0,27.24,Argileux
Matam,Mais,2004,33671,1761.0,214725.0,18.75,Argileux
Matam,Mais,2004,33671,1761.0,214725.0,25.94,Limoneux
Matam,Mais,2004,33671,1761.0,214725.0,24.24,Argileux
Matam,Mais,2004,33671,1761.0,214725.0,25.37,Limoneux
Matam,Pattate,2004,213525,1761.0,214725.0,21.59,Sableux
Matam,Pattate,2004,213525,1761.0,214725.0,20.05,Argileux
Matam,Pattate,2004,213525,1761.0,214725.0,17.88,Argileux
Matam,Pattate,2004,213525,1761.0,214725.0,17.88,Sableux
Matam,Pattate,2004,213525,1761.0,214725.0,27.72,Sableux
Matam,Pattate,2004,213525,1761.0,214725.0,20.05,Limoneux
Matam,Pattate,2004,213525,1761.0,214725.0,27.24,Argileux
Matam,Pattate,2004,213525,1761.0,214725.0,18.75,Argileux
Matam,Pattate,2004,213525,1761.0,214725.0,25.94,Argileux
Matam,Pattate,2004,213525,1761.0,214725.0,24.24,Argileux
Matam,Pattate,2004,213525,1761.0,214725.0,25.37,Sableux
Matam,Rice,2004,35565,1761.0,214725.0,21.59,Limoneux
Matam,Rice,2004,35565,1761.0,214725.0,20.05,Limoneux
Matam,Rice,2004,35565,1761.0,214725.0,17.88,Sableux
Matam,Rice,2004,35565,1761.0,214725.0,17.88,Sableux
Matam,Rice,2004,35565,1761.0,214725.0,27.72,Sableux
Matam,Rice,2004,35565,1761.0,214725.0,20.05,Argileux
Matam,Rice,2004,35565,1761.0,214725.0,27.24,Limoneux
Matam,Rice,2004,35565,1761.0,214725.0,18.75,Limoneux
Matam,Rice,2004,35565,1761.0,214725.0,25.94,Argileux
Matam,Rice,2004,35565,1761.0,214725.0,24.24,Sableux
Matam,Rice,2004,35565,1761.0,214725.0,25.37,Argileux
Matam,Sorgho,2004,23187,1761.0,214725.0,21.59,Limoneux
Matam,Sorgho,2004,23187,1761.0,214725.0,20.05,Limoneux
Matam,Sorgho,2004,23187,1761.0,214725.0,17.88,Argileux
Matam,Sorgho,2004,23187,1761.0,214725.0,17.88,Sableux
Matam,Sorgho,2004,23187,1761.0,214725.0,27.72,Limoneux
Matam,Sorgho,2004,23187,1761.0,214725.0,20.05,Sableux
Matam,Sorgho,2004,23187,1761.0,214725.0,27.24,Argileux
Matam,Sorgho,2004,23187,1761.0,214725.0,18.75,Argileux
Matam,Sorgho,2004,23187,1761.0,214725.0,25.94,Sableux
Matam,Sorgho,2004,23187,1761.0,214725.0,24.24,Sableux
Matam,Sorgho,2004,23187,1761.0,214725.0,25.37,Limoneux
Matam,Mil,2004,23005,1761.0,214725.0,21.59,Argileux
Matam,Mil,2004,23005,1761.0,214725.0,20.05,Argileux
Matam,Mil,2004,23005,1761.0,214725.0,17.88,Limoneux
Matam,Mil,2004,23005,1761.0,214725.0,17.88,Sableux
Matam,Mil,2004,23005,1761.0,214725.0,27.72,Sableux
Matam,Mil,2004,23005,1761.0,214725.0,20.05,Limoneux
Matam,Mil,2004,23005,1761.0,214725.0,27.24,Sableux
Matam,Mil,2004,23005,1761.0,214725.0,18.75,Limoneux
Matam,Mil,2004,23005,1761.0,214725.0,25.94,Argileux
Matam,Mil,2004,23005,1761.0,214725.0,24.24,Limoneux
Matam,Mil,2004,23005,1761.0,214725.0,25.37,Limoneux
Matam,Manioc,2004,114957,1761.0,214725.0,21.59,Argileux
Matam,Manioc,2004,114957,1761.0,214725.0,20.05,Sableux
Matam,Manioc,2004,114957,1761.0,214725.0,17.88,Limoneux
Matam,Manioc,2004,114957,1761.0,214725.0,17.88,Limoneux
Matam,Manioc,2004,114957,1761.0,214725.0,27.72,Sableux
Matam,Manioc,2004,114957,1761.0,214725.0,20.05,Sableux
Matam,Manioc,2004,114957,1761.0,214725.0,27.24,Argileux
Matam,Manioc,2004,114957,1761.0,214725.0,18.75,Limoneux
Matam,Manioc,2004,114957,1761.0,214725.0,25.94,Sableux
Matam,Manioc,2004,114957,1761.0,214725.0,24.24,Limoneux
Matam,Manioc,2004,114957,1761.0,214725.0,25.37,Limoneux
Matam,Arachide,2004,20728,1761.0,214725.0,21.59,Sableux
Matam,Arachide,2004,20728,1761.0,214725.0,20.05,Limoneux
Matam,Arachide,2004,20728,1761.0,214725.0,17.88,Argileux
Matam,Arachide,2004,20728,1761.0,214725.0,17.88,Limoneux
Matam,Arachide,2004,20728,1761.0,214725.0,27.72,Limoneux
Matam,Arachide,2004,20728,1761.0,214725.0,20.05,Sableux
Matam,Arachide,2004,20728,1761.0,214725.0,27.24,Limoneux
Matam,Arachide,2004,20728,1761.0,214725.0,18.75,Argileux
Matam,Arachide,2004,20728,1761.0,214725.0,25.94,Argileux
Matam,Arachide,2004,20728,1761.0,214725.0,24.24,Limoneux
Matam,Arachide,2004,20728,1761.0,214725.0,25.37,Limoneux
Matam,Bissap,2004,92345,1761.0,214725.0,21.59,Limoneux
Matam,Bissap,2004,92345,1761.0,214725.0,20.05,Argileux
Matam,Bissap,2004,92345,1761.0,214725.0,17.88,Argileux
Matam,Bissap,2004,92345,1761.0,214725.0,17.88,Sableux
Matam,Bissap,2004,92345,1761.0,214725.0,27.72,Sableux
Matam,Bissap,2004,92345,1761.0,214725.0,20.05,Argileux
Matam,Bissap,2004,92345,1761.0,214725.0,27.24,Argileux
Matam,Bissap,2004,92345,1761.0,214725.0,18.75,Argileux
Matam,Bissap,2004,92345,1761.0,214725.0,25.94,Sableux
Matam,Bissap,2004,92345,1761.0,214725.0,24.24,Limoneux
Matam,Bissap,2004,92345,1761.0,214725.0,25.37,Argileux
Matam,Fonio,2005,136059,1761.0,232232.0,22.05,Sableux
Matam,Fonio,2005,136059,1761.0,232232.0,20.78,Argileux
Matam,Fonio,2005,136059,1761.0,232232.0,18.53,Argileux
Matam,Fonio,2005,136059,1761.0,232232.0,18.53,Sableux
Matam,Fonio,2005,136059,1761.0,232232.0,28.17,Sableux
Matam,Fonio,2005,136059,1761.0,232232.0,20.78,Sableux
Matam,Fonio,2005,136059,1761.0,232232.0,27.6,Sableux
Matam,Fonio,2005,136059,1761.0,232232.0,19.42,Limoneux
Matam,Fonio,2005,136059,1761.0,232232.0,26.27,Argileux
Matam,Fonio,2005,136059,1761.0,232232.0,24.79,Limoneux
Matam,Fonio,2005,136059,1761.0,232232.0,25.7,Limoneux
Matam,Mais,2005,30403,1761.0,232232.0,22.05,Sableux
Matam,Mais,2005,30403,1761.0,232232.0,20.78,Limoneux
Matam,Mais,2005,30403,1761.0,232232.0,18.53,Limoneux
Matam,Mais,2005,30403,1761.0,232232.0,18.53,Sableux
Matam,Mais,2005,30403,1761.0,232232.0,28.17,Sableux
Matam,Mais,2005,30403,1761.0,232232.0,20.78,Limoneux
Matam,Mais,2005,30403,1761.0,232232.0,27.6,Argileux
Matam,Mais,2005,30403,1761.0,232232.0,19.42,Argileux
Matam,Mais,2005,30403,1761.0,232232.0,26.27,Argileux
Matam,Mais,2005,30403,1761.0,232232.0,24.79,Sableux
Matam,Mais,2005,30403,1761.0,232232.0,25.7,Argileux
Matam,Pattate,2005,220095,1761.0,232232.0,22.05,Sableux
Matam,Pattate,2005,220095,1761.0,232232.0,20.78,Argileux
Matam,Pattate,2005,220095,1761.0,232232.0,18.53,Argileux
Matam,Pattate,2005,220095,1761.0,232232.0,18.53,Limoneux
Matam,Pattate,2005,220095,1761.0,232232.0,28.17,Sableux
Matam,Pattate,2005,220095,1761.0,232232.0,20.78,Sableux
Matam,Pattate,2005,220095,1761.0,232232.0,27.6,Argileux
Matam,Pattate,2005,220095,1761.0,232232.0,19.42,Sableux
Matam,Pattate,2005,220095,1761.0,232232.0,26.27,Limoneux
Matam,Pattate,2005,220095,1761.0,232232.0,24.79,Argileux
Matam,Pattate,2005,220095,1761.0,232232.0,25.7,Argileux
Matam,Rice,2005,33691,1761.0,232232.0,22.05,Limoneux
Matam,Rice,2005,33691,1761.0,232232.0,20.78,Sableux
Matam,Rice,2005,33691,1761.0,232232.0,18.53,Sableux
Matam,Rice,2005,33691,1761.0,232232.0,18.53,Sableux
Matam,Rice,2005,33691,1761.0,232232.0,28.17,Sableux
Matam,Rice,2005,33691,1761.0,232232.0,20.78,Argileux
Matam,Rice,2005,33691,1761.0,232232.0,27.6,Limoneux
Matam,Rice,2005,33691,1761.0,232232.0,19.42,Argileux
Matam,Rice,2005,33691,1761.0,232232.0,26.27,Sableux
Matam,Rice,2005,33691,1761.0,232232.0,24.79,Sableux
Matam,Rice,2005,33691,1761.0,232232.0,25.7,Sableux
Matam,Sorgho,2005,19296,1761.0,232232.0,22.05,Argileux
Matam,Sorgho,2005,19296,1761.0,232232.0,20.78,Limoneux
Matam,Sorgho,2005,19296,1761.0,232232.0,18.53,Sableux
Matam,Sorgho,2005,19296,1761.0,232232.0,18.53,Sableux
Matam,Sorgho,2005,19296,1761.0,232232.0,28.17,Argileux
Matam,Sorgho,2005,19296,1761.0,232232.0,20.78,Limoneux
Matam,Sorgho,2005,19296,1761.0,232232.0,27.6,Sableux
Matam,Sorgho,2005,19296,1761.0,232232.0,19.42,Argileux
Matam,Sorgho,2005,19296,1761.0,232232.0,26.27,Sableux
Matam,Sorgho,2005,19296,1761.0,232232.0,24.79,Limoneux
Matam,Sorgho,2005,19296,1761.0,232232.0,25.7,Argileux
Matam,Mil,2005,22303,1761.0,232232.0,22.05,Argileux
Matam,Mil,2005,22303,1761.0,232232.0,20.78,Limoneux
Matam,Mil,2005,22303,1761.0,232232.0,18.53,Sableux
Matam,Mil,2005,22303,1761.0,232232.0,18.53,Limoneux
Matam,Mil,2005,22303,1761.0,232232.0,28.17,Limoneux
Matam,Mil,2005,22303,1761.0,232232.0,20.78,Sableux
Matam,Mil,2005,22303,1761.0,232232.0,27.6,Limoneux
Matam,Mil,2005,22303,1761.0,232232.0,19.42,Limoneux
Matam,Mil,2005,22303,1761.0,232232.0,26.27,Limoneux
Matam,Mil,2005,22303,1761.0,232232.0,24.79,Argileux
Matam,Mil,2005,22303,1761.0,232232.0,25.7,Sableux
Matam,Manioc,2005,113360,1761.0,232232.0,22.05,Limoneux
Matam,Manioc,2005,113360,1761.0,232232.0,20.78,Sableux
Matam,Manioc,2005,113360,1761.0,232232.0,18.53,Sableux
Matam,Manioc,2005,113360,1761.0,232232.0,18.53,Limoneux
Matam,Manioc,2005,113360,1761.0,232232.0,28.17,Sableux
Matam,Manioc,2005,113360,1761.0,232232.0,20.78,Sableux
Matam,Manioc,2005,113360,1761.0,232232.0,27.6,Argileux
Matam,Manioc,2005,113360,1761.0,232232.0,19.42,Limoneux
Matam,Manioc,2005,113360,1761.0,232232.0,26.27,Argileux
Matam,Manioc,2005,113360,1761.0,232232.0,24.79,Argileux
Matam,Manioc,2005,113360,1761.0,232232.0,25.7,Sableux
Matam,Arachide,2005,19735,1761.0,232232.0,22.05,Argileux
Matam,Arachide,2005,19735,1761.0,232232.0,20.78,Limoneux
Matam,Arachide,2005,19735,1761.0,232232.0,18.53,Argileux
Matam,Arachide,2005,19735,1761.0,232232.0,18.53,Argileux
Matam,Arachide,2005,19735,1761.0,232232.0,28.17,Limoneux
Matam,Arachide,2005,19735,1761.0,232232.0,20.78,Sableux
Matam,Arachide,2005,19735,1761.0,232232.0,27.6,Limoneux
Matam,Arachide,2005,19735,1761.0,232232.0,19.42,Sableux
Matam,Arachide,2005,19735,1761.0,232232.0,26.27,Limoneux
Matam,Arachide,2005,19735,1761.0,232232.0,24.79,Sableux
Matam,Arachide,2005,19735,1761.0,232232.0,25.7,Limoneux
Matam,Bissap,2005,92462,1761.0,232232.0,22.05,Argileux
Matam,Bissap,2005,92462,1761.0,232232.0,20.78,Limoneux
Matam,Bissap,2005,92462,1761.0,232232.0,18.53,Sableux
Matam,Bissap,2005,92462,1761.0,232232.0,18.53,Argileux
Matam,Bissap,2005,92462,1761.0,232232.0,28.17,Limoneux
Matam,Bissap,2005,92462,1761.0,232232.0,20.78,Argileux
Matam,Bissap,2005,92462,1761.0,232232.0,27.6,Argileux
Matam,Bissap,2005,92462,1761.0,232232.0,19.42,Sableux
Matam,Bissap,2005,92462,1761.0,232232.0,26.27,Limoneux
Matam,Bissap,2005,92462,1761.0,232232.0,24.79,Argileux
Matam,Bissap,2005,92462,1761.0,232232.0,25.7,Argileux
Matam,Fonio,2006,140463,1761.0,238716.0,21.82,Limoneux
Matam,Fonio,2006,140463,1761.0,238716.0,20.6,Argileux
Matam,Fonio,2006,140463,1761.0,238716.0,18.47,Argileux
Matam,Fonio,2006,140463,1761.0,238716.0,18.47,Argileux
Matam,Fonio,2006,140463,1761.0,238716.0,27.76,Sableux
Matam,Fonio,2006,140463,1761.0,238716.0,20.6,Sableux
Matam,Fonio,2006,140463,1761.0,238716.0,27.34,Limoneux
Matam,Fonio,2006,140463,1761.0,238716.0,19.35,Argileux
Matam,Fonio,2006,140463,1761.0,238716.0,26.26,Limoneux
Matam,Fonio,2006,140463,1761.0,238716.0,24.57,Limoneux
Matam,Fonio,2006,140463,1761.0,238716.0,25.41,Sableux
Matam,Mais,2006,33823,1761.0,238716.0,21.82,Argileux
Matam,Mais,2006,33823,1761.0,238716.0,20.6,Argileux
Matam,Mais,2006,33823,1761.0,238716.0,18.47,Argileux
Matam,Mais,2006,33823,1761.0,238716.0,18.47,Argileux
Matam,Mais,2006,33823,1761.0,238716.0,27.76,Limoneux
Matam,Mais,2006,33823,1761.0,238716.0,20.6,Limoneux
Matam,Mais,2006,33823,1761.0,238716.0,27.34,Argileux
Matam,Mais,2006,33823,1761.0,238716.0,19.35,Limoneux
Matam,Mais,2006,33823,1761.0,238716.0,26.26,Sableux
Matam,Mais,2006,33823,1761.0,238716.0,24.57,Argileux
Matam,Mais,2006,33823,1761.0,238716.0,25.41,Limoneux
Matam,Pattate,2006,223802,1761.0,238716.0,21.82,Limoneux
Matam,Pattate,2006,223802,1761.0,238716.0,20.6,Argileux
Matam,Pattate,2006,223802,1761.0,238716.0,18.47,Limoneux
Matam,Pattate,2006,223802,1761.0,238716.0,18.47,Sableux
Matam,Pattate,2006,223802,1761.0,238716.0,27.76,Sableux
Matam,Pattate,2006,223802,1761.0,238716.0,20.6,Sableux
Matam,Pattate,2006,223802,1761.0,238716.0,27.34,Limoneux
Matam,Pattate,2006,223802,1761.0,238716.0,19.35,Argileux
Matam,Pattate,2006,223802,1761.0,238716.0,26.26,Limoneux
Matam,Pattate,2006,223802,1761.0,238716.0,24.57,Sableux
Matam,Pattate,2006,223802,1761.0,238716.0,25.41,Sableux
Matam,Rice,2006,38798,1761.0,238716.0,21.82,Limoneux
Matam,Rice,2006,38798,1761.0,238716.0,20.6,Limoneux
Matam,Rice,2006,38798,1761.0,238716.0,18.47,Argileux
Matam,Rice,2006,38798,1761.0,238716.0,18.47,Limoneux
Matam,Rice,2006,38798,1761.0,238716.0,27.76,Sableux
Matam,Rice,2006,38798,1761.0,238716.0,20.6,Limoneux
Matam,Rice,2006,38798,1761.0,238716.0,27.34,Sableux
Matam,Rice,2006,38798,1761.0,238716.0,19.35,Argileux
Matam,Rice,2006,38798,1761.0,238716.0,26.26,Argileux
Matam,Rice,2006,38798,1761.0,238716.0,24.57,Argileux
Matam,Rice,2006,38798,1761.0,238716.0,25.41,Sableux
Matam,Sorgho,2006,22223,1761.0,238716.0,21.82,Limoneux
Matam,Sorgho,2006,22223,1761.0,238716.0,20.6,Sableux
Matam,Sorgho,2006,22223,1761.0,238716.0,18.47,Limoneux
Matam,Sorgho,2006,22223,1761.0,238716.0,18.47,Sableux
Matam,Sorgho,2006,22223,1761.0,238716.0,27.76,Limoneux
Matam,Sorgho,2006,22223,1761.0,238716.0,20.6,Sableux
Matam,Sorgho,2006,22223,1761.0,238716.0,27.34,Limoneux
Matam,Sorgho,2006,22223,1761.0,238716.0,19.35,Argileux
Matam,Sorgho,2006,22223,1761.0,238716.0,26.26,Argileux
Matam,Sorgho,2006,22223,1761.0,238716.0,24.57,Limoneux
Matam,Sorgho,2006,22223,1761.0,238716.0,25.41,Argileux
Matam,Mil,2006,23796,1761.0,238716.0,21.82,Sableux
Matam,Mil,2006,23796,1761.0,238716.0,20.6,Sableux
Matam,Mil,2006,23796,1761.0,238716.0,18.47,Argileux
Matam,Mil,2006,23796,1761.0,238716.0,18.47,Argileux
Matam,Mil,2006,23796,1761.0,238716.0,27.76,Sableux
Matam,Mil,2006,23796,1761.0,238716.0,20.6,Sableux
Matam,Mil,2006,23796,1761.0,238716.0,27.34,Limoneux
Matam,Mil,2006,23796,1761.0,238716.0,19.35,Sableux
Matam,Mil,2006,23796,1761.0,238716.0,26.26,Limoneux
Matam,Mil,2006,23796,1761.0,238716.0,24.57,Sableux
Matam,Mil,2006,23796,1761.0,238716.0,25.41,Argileux
Matam,Manioc,2006,116902,1761.0,238716.0,21.82,Sableux
Matam,Manioc,2006,116902,1761.0,238716.0,20.6,Sableux
Matam,Manioc,2006,116902,1761.0,238716.0,18.47,Argileux
Matam,Manioc,2006,116902,1761.0,238716.0,18.47,Argileux
Matam,Manioc,2006,116902,1761.0,238716.0,27.76,Sableux
Matam,Manioc,2006,116902,1761.0,238716.0,20.6,Limoneux
Matam,Manioc,2006,116902,1761.0,238716.0,27.34,Limoneux
Matam,Manioc,2006,116902,1761.0,238716.0,19.35,Sableux
Matam,Manioc,2006,116902,1761.0,238716.0,26.26,Sableux
Matam,Manioc,2006,116902,1761.0,238716.0,24.57,Sableux
Matam,Manioc,2006,116902,1761.0,238716.0,25.41,Limoneux
Matam,Arachide,2006,15927,1761.0,238716.0,21.82,Argileux
Matam,Arachide,2006,15927,1761.0,238716.0,20.6,Limoneux
Matam,Arachide,2006,15927,1761.0,238716.0,18.47,Sableux
Matam,Arachide,2006,15927,1761.0,238716.0,18.47,Argileux
Matam,Arachide,2006,15927,1761.0,238716.0,27.76,Limoneux
Matam,Arachide,2006,15927,1761.0,238716.0,20.6,Limoneux
Matam,Arachide,2006,15927,1761.0,238716.0,27.34,Argileux
Matam,Arachide,2006,15927,1761.0,238716.0,19.35,Argileux
Matam,Arachide,2006,15927,1761.0,238716.0,26.26,Limoneux
Matam,Arachide,2006,15927,1761.0,238716.0,24.57,Argileux
Matam,Arachide,2006,15927,1761.0,238716.0,25.41,Argileux
Matam,Bissap,2006,92308,1761.0,238716.0,21.82,Argileux
Matam,Bissap,2006,92308,1761.0,238716.0,20.6,Sableux
Matam,Bissap,2006,92308,1761.0,238716.0,18.47,Argileux
Matam,Bissap,2006,92308,1761.0,238716.0,18.47,Argileux
Matam,Bissap,2006,92308,1761.0,238716.0,27.76,Sableux
Matam,Bissap,2006,92308,1761.0,238716.0,20.6,Sableux
Matam,Bissap,2006,92308,1761.0,238716.0,27.34,Sableux
Matam,Bissap,2006,92308,1761.0,238716.0,19.35,Limoneux
Matam,Bissap,2006,92308,1761.0,238716.0,26.26,Limoneux
Matam,Bissap,2006,92308,1761.0,238716.0,24.57,Sableux
Matam,Bissap,2006,92308,1761.0,238716.0,25.41,Argileux
Matam,Fonio,2007,140099,1761.0,304031.0,22.19,Argileux
Matam,Fonio,2007,140099,1761.0,304031.0,20.93,Limoneux
Matam,Fonio,2007,140099,1761.0,304031.0,18.66,Limoneux
Matam,Fonio,2007,140099,1761.0,304031.0,18.66,Sableux
Matam,Fonio,2007,140099,1761.0,304031.0,27.92,Limoneux
Matam,Fonio,2007,140099,1761.0,304031.0,20.93,Sableux
Matam,Fonio,2007,140099,1761.0,304031.0,27.32,Limoneux
Matam,Fonio,2007,140099,1761.0,304031.0,19.05,Argileux
Matam,Fonio,2007,140099,1761.0,304031.0,25.95,Limoneux
Matam,Fonio,2007,140099,1761.0,304031.0,24.78,Sableux
Matam,Fonio,2007,140099,1761.0,304031.0,25.44,Limoneux
Matam,Mais,2007,37852,1761.0,304031.0,22.19,Argileux
Matam,Mais,2007,37852,1761.0,304031.0,20.93,Argileux
Matam,Mais,2007,37852,1761.0,304031.0,18.66,Sableux
Matam,Mais,2007,37852,1761.0,304031.0,18.66,Argileux
Matam,Mais,2007,37852,1761.0,304031.0,27.92,Sableux
Matam,Mais,2007,37852,1761.0,304031.0,20.93,Sableux
Matam,Mais,2007,37852,1761.0,304031.0,27.32,Sableux
Matam,Mais,2007,37852,1761.0,304031.0,19.05,Limoneux
Matam,Mais,2007,37852,1761.0,304031.0,25.95,Limoneux
Matam,Mais,2007,37852,1761.0,304031.0,24.78,Sableux
Matam,Mais,2007,37852,1761.0,304031.0,25.44,Sableux
Matam,Pattate,2007,240356,1761.0,304031.0,22.19,Limoneux
Matam,Pattate,2007,240356,1761.0,304031.0,20.93,Limoneux
Matam,Pattate,2007,240356,1761.0,304031.0,18.66,Argileux
Matam,Pattate,2007,240356,1761.0,304031.0,18.66,Sableux
Matam,Pattate,2007,240356,1761.0,304031.0,27.92,Sableux
Matam,Pattate,2007,240356,1761.0,304031.0,20.93,Argileux
Matam,Pattate,2007,240356,1761.0,304031.0,27.32,Sableux
Matam,Pattate,2007,240356,1761.0,304031.0,19.05,Sableux
Matam,Pattate,2007,240356,1761.0,304031.0,25.95,Limoneux
Matam,Pattate,2007,240356,1761.0,304031.0,24.78,Sableux
Matam,Pattate,2007,240356,1761.0,304031.0,25.44,Argileux
Matam,Rice,2007,38260,1761.0,304031.0,22.19,Sableux
Matam,Rice,2007,38260,1761.0,304031.0,20.93,Sableux
Matam,Rice,2007,38260,1761.0,304031.0,18.66,Sableux
Matam,Rice,2007,38260,1761.0,304031.0,18.66,Sableux
Matam,Rice,2007,38260,1761.0,304031.0,27.92,Limoneux
Matam,Rice,2007,38260,1761.0,304031.0,20.93,Argileux
Matam,Rice,2007,38260,1761.0,304031.0,27.32,Argileux
Matam,Rice,2007,38260,1761.0,304031.0,19.05,Limoneux
Matam,Rice,2007,38260,1761.0,304031.0,25.95,Sableux
Matam,Rice,2007,38260,1761.0,304031.0,24.78,Argileux
Matam,Rice,2007,38260,1761.0,304031.0,25.44,Sableux
Matam,Sorgho,2007,21731,1761.0,304031.0,22.19,Limoneux
Matam,Sorgho,2007,21731,1761.0,304031.0,20.93,Limoneux
Matam,Sorgho,2007,21731,1761.0,304031.0,18.66,Sableux
Matam,Sorgho,2007,21731,1761.0,304031.0,18.66,Limoneux
Matam,Sorgho,2007,21731,1761.0,304031.0,27.92,Sableux
Matam,Sorgho,2007,21731,1761.0,304031.0,20.93,Sableux
Matam,Sorgho,2007,21731,1761.0,304031.0,27.32,Argileux
Matam,Sorgho,2007,21731,1761.0,304031.0,19.05,Sableux
Matam,Sorgho,2007,21731,1761.0,304031.0,25.95,Limoneux
Matam,Sorgho,2007,21731,1761.0,304031.0,24.78,Sableux
Matam,Sorgho,2007,21731,1761.0,304031.0,25.44,Sableux
Matam,Mil,2007,28133,1761.0,304031.0,22.19,Argileux
Matam,Mil,2007,28133,1761.0,304031.0,20.93,Argileux
